City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
266,marsh harbour,26.5412,-77.0636,74.23,77,19,18.54,BS,1651467518
267,thinadhoo,0.5333,72.9333,85.05,74,98,20.13,MV,1651467911
268,khatanga,71.9667,102.5,24.75,82,98,15.14,RU,1651467911
269,verkhoyansk,67.5447,133.385,34.83,90,99,7.31,RU,1651467683
270,turayf,31.6725,38.6637,61.7,47,26,7.09,SA,1651467912
271,san juan,-31.5375,-68.5364,56.43,53,58,4.43,AR,1651467475
272,lunca de sus,46.5333,25.9667,45.46,69,100,1.59,RO,1651467913
273,aurora,39.7294,-104.8319,52.57,75,100,21.85,US,1651467900
274,dalbandin,28.8947,64.4101,86.7,13,0,5.46,PK,1651467914
275,sao joao da barra,-21.6403,-41.0511,72.97,82,2,8.7,BR,1651467565
276,storforshei,66.4043,14.5233,33.66,86,75,8.05,NO,1651467914
277,los llanos de aridane,28.6585,-17.9182,66.13,40,0,15.99,ES,1651467915
278,nishihara,26.1842,127.7558,65.86,82,75,10.36,JP,1651467666
279,bandar-e lengeh,26.5579,54.8807,84.51,58,0,5.57,IR,1651467916
280,poum,-20.2333,164.0167,79.09,77,30,6.53,NC,1651467916
281,waipawa,-41.4122,175.5153,59.67,75,85,11.43,NZ,1651467569
282,broome,42.2506,-75.833,56.19,78,100,6.91,US,1651467591
283,ornskoldsvik,63.2909,18.7153,43.75,70,20,5.75,SE,1651467917
284,sao bernardo,-3.3614,-42.4178,73.54,96,98,1.45,BR,1651467591
285,hendersonville,36.3048,-86.62,60.4,77,30,1.9,US,1651467918
286,yumen,40.2833,97.2,67.5,6,54,1.66,CN,1651467918
287,vikhorevka,56.1201,101.1636,47.79,60,100,14.14,RU,1651467919
288,sile,41.1754,29.6133,55.56,78,35,5.01,TR,1651467920
289,te anau,-45.4167,167.7167,56.14,71,36,4.81,NZ,1651467920
290,buraydah,26.326,43.975,79.83,15,0,8.3,SA,1651467921
291,luanda,-8.8368,13.2343,77.0,88,20,3.44,AO,1651467921
292,zgorzelec,51.1494,15.0084,48.11,81,59,1.99,PL,1651467922
293,samarai,-10.6167,150.6667,82.92,75,50,9.91,PG,1651467543
294,aswan,24.0934,32.907,76.3,19,0,5.75,EG,1651467507
295,manado,1.487,124.8455,92.17,58,20,5.75,ID,1651467923
296,iranduba,-3.2847,-60.1861,79.09,96,100,2.04,BR,1651467924
297,kieta,-6.2167,155.6333,83.07,76,90,3.78,PG,1651467576
298,sijunjung,-0.6876,100.9537,87.87,64,99,0.69,ID,1651467925
299,constitucion,-35.3333,-72.4167,51.8,74,1,6.13,CL,1651467765
300,buala,-8.145,159.5921,84.18,71,68,4.61,SB,1651467602
301,rudnogorsk,57.2639,103.7519,39.36,55,100,12.37,RU,1651467926
302,atambua,-9.1061,124.8925,86.76,49,85,3.74,ID,1651467926
303,monterey,36.2505,-121.2516,53.19,57,3,7.67,US,1651467927
304,coahuayana,18.7333,-103.6833,69.44,78,46,4.14,MX,1651467928
305,marshfield,44.6689,-90.1718,44.55,81,100,10.36,US,1651467929
306,north canton,40.8759,-81.4023,56.79,66,100,6.91,US,1651467930
307,riyadh,24.6877,46.7219,83.17,10,0,10.11,SA,1651467807
308,kodigenahalli,13.72,77.3903,91.29,31,21,11.65,IN,1651467931
309,san juan nepomuceno,9.9516,-75.082,76.55,92,99,2.39,CO,1651467672
310,mayo,38.8876,-76.5119,57.15,92,40,0.0,US,1651467620
311,nkhata bay,-11.6066,34.2907,69.69,79,70,8.86,MW,1651467932
312,do gonbadan,30.3586,50.7981,76.28,35,0,2.73,IR,1651467932
313,parsabad,39.6482,47.9174,62.08,55,100,2.44,IR,1651467934
314,bubaque,11.2833,-15.8333,77.11,70,67,10.85,GW,1651467935
315,oktyabrskiy,54.4815,53.471,45.19,43,6,9.53,RU,1651467936
316,shimonoseki,33.95,130.95,69.3,49,36,15.35,JP,1651467936
317,coihaique,-45.5752,-72.0662,42.75,93,0,5.75,CL,1651467537
318,mahibadhoo,3.7833,72.9667,85.06,75,95,18.95,MV,1651467937
319,erenhot,43.6475,111.9767,71.49,15,39,8.19,CN,1651467938
320,auki,-8.7676,160.7034,82.96,76,100,3.0,SB,1651467511
321,bhimunipatnam,17.8833,83.4333,92.71,57,16,17.58,IN,1651467939
322,candido mendes,-1.4467,-45.7167,74.05,96,100,1.95,BR,1651467940
323,saint-pierre,-21.3393,55.4781,81.28,65,0,4.61,RE,1651467539
324,orange cove,36.6244,-119.3137,68.58,53,0,4.74,US,1651467940
325,okha,53.5739,142.9478,33.84,93,98,8.75,RU,1651467941
326,tarpon springs,28.1461,-82.7568,72.95,90,0,0.0,US,1651467744
327,muli,2.9167,73.5667,84.85,76,97,20.76,MV,1651467942
328,keffi,8.8486,7.8736,74.37,79,88,2.73,NG,1651467943
329,srednekolymsk,67.45,153.6833,31.96,100,100,3.11,RU,1651467755
330,senanga,-16.1167,23.2667,56.64,71,2,4.99,ZM,1651467944
331,riosucio,5.4216,-75.7032,57.96,97,99,0.94,CO,1651467944
332,abu dhabi,24.4667,54.3667,80.96,52,0,3.0,AE,1651467900
333,sinjar,36.3209,41.8754,65.73,60,9,5.86,IQ,1651467945
334,lorengau,-2.0226,147.2712,83.57,74,98,1.59,PG,1651467946
335,haines junction,60.7522,-137.5108,44.55,57,99,8.05,CA,1651467488
336,morondava,-20.2833,44.2833,72.05,70,0,8.93,MG,1651467947
337,nemuro,43.3236,145.575,42.03,94,96,12.01,JP,1651467555
338,shaoguan,24.8,113.5833,72.32,52,100,5.17,CN,1651467947
339,tabou,4.423,-7.3528,80.02,83,63,4.18,CI,1651467493
340,faanui,-16.4833,-151.75,81.12,74,77,10.36,PF,1651467948
341,katobu,-4.9408,122.5276,90.63,46,22,6.93,ID,1651467949
342,peruibe,-24.32,-46.9983,71.17,90,70,3.31,BR,1651467917
343,elizabeth city,36.2946,-76.2511,69.82,82,100,6.15,US,1651467859
344,saint-michel-des-saints,46.6834,-73.9159,40.93,85,48,8.03,CA,1651467950
345,noyabrsk,63.1994,75.4507,32.56,82,100,5.77,RU,1651467951
346,nerchinskiy zavod,51.3088,119.61,67.37,28,100,16.2,RU,1651467952
347,srandakan,-7.9386,110.2506,88.95,64,95,9.84,ID,1651467952
348,longyearbyen,78.2186,15.6401,10.24,67,40,4.61,SJ,1651467482
349,mount isa,-20.7333,139.5,85.77,37,75,9.22,AU,1651467529
350,san quintin,30.4833,-115.95,57.92,83,0,10.85,MX,1651467953
351,eureka,40.8021,-124.1637,51.93,83,36,0.63,US,1651467954
352,paso de los toros,-32.8167,-56.5167,49.44,83,99,8.23,UY,1651467954
353,honggang,46.4667,124.8667,59.13,23,67,17.2,CN,1651467955
354,shakhtinsk,49.71,72.5872,66.2,43,88,12.48,KZ,1651467955
355,kousseri,12.0769,15.0306,89.19,34,89,7.76,CM,1651467468
356,sabratah,32.7933,12.4885,60.82,71,0,10.58,LY,1651467956
357,sebinkarahisar,40.2883,38.4236,45.01,80,100,2.64,TR,1651467957
358,malanje,-9.5402,16.341,56.68,81,31,4.59,AO,1651467262
359,zaria,11.1113,7.7227,78.51,52,99,9.17,NG,1651467957
360,palmerston,-12.486,130.9833,92.89,40,0,14.97,AU,1651467958
361,quatre cocos,-20.2078,57.7625,82.09,78,3,8.39,MU,1651467958
362,juneau,58.3019,-134.4197,47.21,95,100,5.99,US,1651467538
363,bambous virieux,-20.3428,57.7575,82.22,83,75,6.91,MU,1651467959
364,ranong,9.9658,98.6348,84.31,75,100,7.47,TH,1651467959
365,milkovo,54.7167,158.6167,45.25,56,78,3.87,RU,1651467960
366,plettenberg bay,-34.0527,23.3716,58.33,74,10,4.54,ZA,1651467831
367,ionia,42.9873,-85.0711,48.4,88,100,11.5,US,1651467667
368,baykit,61.67,96.37,37.47,60,100,11.7,RU,1651467961
369,canberra,-35.2835,149.1281,70.68,49,0,6.91,AU,1651467962
370,koutsouras,35.0339,25.9469,64.11,63,91,14.45,GR,1651467962
371,moissala,8.3404,17.7663,78.31,61,100,6.08,TD,1651467963
372,mayor pablo lagerenza,-19.9309,-60.7718,64.85,85,66,6.15,PY,1651467963
373,bac ninh,21.1833,106.05,78.89,39,99,13.87,VN,1651467964
374,kavaratti,10.5669,72.642,85.53,66,100,12.06,IN,1651467481
375,fivizzano,44.2383,10.126,52.2,67,5,5.14,IT,1651467964
376,miandrivazo,-19.5167,45.4667,72.27,65,0,2.13,MG,1651467965
377,athabasca,54.7169,-113.2854,41.2,95,100,12.8,CA,1651467902
378,benicarlo,40.4165,0.4271,59.9,86,85,6.55,ES,1651467966
379,talcahuano,-36.7167,-73.1167,49.78,84,1,6.35,CL,1651467676
380,klyuchi,52.2667,79.1667,66.42,43,24,15.5,RU,1651467966
381,esmeralda,21.8525,-78.1169,74.55,78,4,9.75,CU,1651467967
382,nouakchott,18.0858,-15.9785,64.33,83,10,13.0,MR,1651467937
383,norden,53.6,7.2,39.15,77,8,3.38,DE,1651467968
384,bani,18.2833,-70.3333,73.85,80,100,2.66,DO,1651467968
385,ambon,-3.6954,128.1814,82.54,74,40,5.75,ID,1651467498
386,anadyr,64.75,177.4833,18.09,86,13,7.4,RU,1651467645
387,narsaq,60.9167,-46.05,41.22,75,100,3.09,GL,1651467969
388,aasiaat,68.7098,-52.8699,7.65,96,52,2.91,GL,1651467970
389,dulce nombre de culmi,15.1,-85.5333,70.02,98,100,2.37,HN,1651467970
390,qaqortoq,60.7167,-46.0333,36.95,88,99,2.15,GL,1651467971
391,rio gallegos,-51.6226,-69.2181,40.39,88,22,8.9,AR,1651467971
392,awbari,26.5921,12.7805,58.33,56,0,10.22,LY,1651467972
393,oussouye,12.485,-16.5469,71.35,76,97,6.08,SN,1651467972
394,kaihua,23.3687,104.28,61.2,58,86,10.27,CN,1651467918
395,ormara,25.2088,64.6357,83.48,71,0,22.59,PK,1651467467
396,norman wells,65.282,-126.8329,44.04,76,85,14.32,CA,1651467973
397,borogontsy,62.6683,131.1683,46.13,64,92,12.12,RU,1651467974
398,wuxue,29.8506,115.5525,73.0,44,65,6.51,CN,1651467974
399,kulhudhuffushi,6.6221,73.07,85.66,75,90,17.4,MV,1651467975
400,camana,-16.6228,-72.7111,65.28,84,58,4.12,PE,1651467975
401,chilca,-12.5211,-76.7372,64.13,89,93,2.66,PE,1651467976
402,hamilton,39.1834,-84.5333,56.03,75,0,4.61,US,1651467877
403,teeli,51.0333,90.2333,69.91,12,100,0.2,RU,1651467976
404,tuatapere,-46.1333,167.6833,58.69,74,32,4.43,NZ,1651467547
405,solon,41.3898,-81.4412,56.08,81,100,5.75,US,1651467977
406,alexandria,31.2156,29.9553,65.44,70,82,11.52,EG,1651467746
407,dubti,11.7361,41.0853,89.15,40,10,4.47,ET,1651467978
408,frederikshavn,57.4407,10.5366,44.28,85,81,14.25,DK,1651467978
409,muros,42.7762,-9.0603,53.1,83,83,6.13,ES,1651467979
410,mae sot,16.7167,98.5667,91.42,51,78,3.94,TH,1651467979
411,mahon,39.8885,4.2658,54.16,94,20,1.14,ES,1651467721
412,hambantota,6.1241,81.1185,88.14,79,20,10.36,LK,1651467472
413,puerto narino,-3.7703,-70.3831,72.48,99,100,1.7,CO,1651467980
414,ulaanbaatar,47.9077,106.8832,73.53,10,0,13.42,MN,1651467981
415,la rioja,42.25,-2.5,37.18,98,97,3.06,ES,1651467981
416,hovd,48.0056,91.6419,70.45,6,41,6.76,MN,1651467982
417,libertador general san martin,-23.8064,-64.7876,60.98,96,97,0.72,AR,1651467982
418,kahului,20.8947,-156.47,72.84,97,98,8.01,US,1651467597
419,tianpeng,30.9866,103.9393,71.51,38,97,3.29,CN,1651467915
420,codrington,-38.2667,141.9667,67.62,53,100,11.52,AU,1651467462
421,svetlogorsk,52.6333,29.7333,49.08,86,100,6.87,BY,1651467693
422,prescott,34.54,-112.4685,60.19,28,0,6.29,US,1651467924
423,dubrovka,53.6907,33.5071,46.29,79,75,6.08,RU,1651467984
424,caucaia,-3.7361,-38.6531,77.04,86,20,4.61,BR,1651467985
425,gamba,-2.65,10.0,76.12,91,100,2.26,GA,1651467985
426,mayskiy,47.6931,40.1025,49.41,48,100,9.51,RU,1651467986
427,mettur,11.8,77.8,98.19,32,75,3.83,IN,1651467986
428,hervey bay,-25.2986,152.8535,69.03,94,100,3.0,AU,1651467987
429,padang,-0.9492,100.3543,84.25,74,93,4.36,ID,1651467530
430,cidreira,-30.1811,-50.2056,62.42,77,100,7.49,BR,1651467987
431,hokitika,-42.7167,170.9667,60.62,90,99,4.52,NZ,1651467988
432,ocos,14.5094,-92.1933,80.78,73,97,4.97,GT,1651467989
433,san carlos de bariloche,-41.1456,-71.3082,38.86,93,40,2.86,AR,1651467989
434,tiradentes,-21.1103,-44.1781,58.39,70,0,0.54,BR,1651467990
435,chalus,36.655,51.4204,60.26,100,100,2.3,IR,1651467990
436,arlit,18.7369,7.3853,78.84,11,6,9.55,NE,1651467846
437,northam,51.0333,-4.2167,49.6,96,100,2.04,GB,1651467991
438,sao joao do piaui,-8.3581,-42.2467,73.87,66,16,6.4,BR,1651467991
439,pyapon,16.2833,95.6833,98.89,33,51,1.77,MM,1651467992
440,escanaba,45.7453,-87.0646,44.51,100,100,5.75,US,1651467920
441,masuguru,-11.3667,38.4167,70.39,83,4,5.84,TZ,1651467685
442,bathsheba,13.2167,-59.5167,78.6,81,83,15.66,BB,1651467993
443,maningrida,-12.0667,134.2667,89.71,51,89,12.44,AU,1651467993
444,kathu,7.9178,98.3332,87.62,89,100,5.01,TH,1651467994
445,samfya,-11.3649,29.5565,58.87,76,31,9.13,ZM,1651467994
446,alugan,12.2188,125.4808,83.98,72,82,9.62,PH,1651467681
447,meulaboh,4.1363,96.1285,84.65,67,100,3.0,ID,1651467523
448,rudbar,30.15,62.6,88.25,22,0,13.65,AF,1651467995
449,roma,43.2128,-75.4557,58.82,41,100,6.91,US,1651467681
450,taoudenni,22.6783,-3.9836,74.46,27,8,9.6,ML,1651467558
451,chebenki,51.9337,55.7077,44.35,40,0,13.78,RU,1651467996
452,neryungri,56.6709,124.6491,35.35,72,100,13.35,RU,1651467582
453,rio grande,-32.035,-52.0986,50.95,71,53,11.18,BR,1651467997
454,souillac,-20.5167,57.5167,79.18,83,75,6.91,MU,1651467997
455,onega,63.9061,38.1404,34.34,92,99,6.11,RU,1651467998
456,schwedt,53.0596,14.2815,48.52,62,93,2.86,DE,1651467998
457,avila,40.5833,-5.0,46.65,94,17,5.53,ES,1651467999
458,luxeuil-les-bains,47.8171,6.365,47.32,93,0,0.0,FR,1651467999
459,sambava,-14.2667,50.1667,78.69,83,43,8.55,MG,1651468000
460,palmer,42.1584,-72.3287,51.42,62,0,4.61,US,1651468000
461,elko,41.0002,-115.5012,42.64,66,41,5.99,US,1651467916
462,christchurch,-43.5333,172.6333,71.8,64,0,8.05,NZ,1651467314
463,dingzhou,38.5131,114.9956,80.08,20,3,6.87,CN,1651468001
464,tual,-5.6667,132.75,83.19,75,36,12.77,ID,1651467522
465,anori,-3.7728,-61.6442,73.45,98,100,4.0,BR,1651468002
466,iracoubo,5.4802,-53.2011,77.56,85,68,10.47,GF,1651467564
467,pangnirtung,66.1451,-65.7125,24.33,96,100,4.23,CA,1651468003
468,dakar,14.6937,-17.4441,67.08,88,14,14.5,SN,1651468003
469,yeppoon,-23.1333,150.7333,80.38,75,92,16.26,AU,1651468004
470,natitingou,10.3042,1.3796,75.9,65,88,3.2,BJ,1651468004
471,oyem,1.5995,11.5793,67.08,99,99,0.96,GA,1651468005
472,walvis bay,-22.9575,14.5053,63.12,60,0,4.65,NA,1651468005
473,adet,11.2644,37.4888,68.38,41,67,1.83,ET,1651468006
474,mount pleasant,32.7941,-79.8626,72.0,90,0,6.91,US,1651468007
475,fershampenuaz,53.5202,59.8117,40.62,33,3,12.06,RU,1651468009
476,rio casca,-20.2261,-42.6508,64.51,86,4,2.3,BR,1651468010
477,boa vista,2.8197,-60.6733,80.58,61,0,9.22,BR,1651468011
478,catia la mar,10.6038,-67.0303,78.24,78,66,8.25,VE,1651468012
479,daru,-9.0763,143.2092,82.18,84,56,11.27,PG,1651468012
480,carbonia,39.1672,8.5222,51.01,89,7,4.23,IT,1651468013
481,oksfjord,70.2396,22.3479,30.27,92,97,5.55,NO,1651468014
482,umm lajj,25.0213,37.2685,81.75,40,0,9.17,SA,1651468015
483,lisakovsk,52.5369,62.4936,45.45,43,9,14.94,KZ,1651468015
484,le port,-20.9373,55.2919,81.61,64,0,2.04,RE,1651468016
485,bibiani,6.4635,-2.3194,72.68,100,100,1.61,GH,1651468017
486,adrar,20.5022,-10.0711,73.17,19,0,10.74,MR,1651467503
487,krasnokholmskiy,55.9873,55.0466,44.47,49,17,13.58,RU,1651468018
488,sioux lookout,50.1001,-91.917,33.87,100,100,6.91,CA,1651468018
489,balabac,7.9868,117.0645,86.07,69,86,8.57,PH,1651468019
490,zabaykalsk,49.6333,117.3167,70.75,24,100,19.95,RU,1651468020
491,calama,-22.4667,-68.9333,43.29,31,0,12.66,CL,1651468020
492,bereda,43.2686,-7.5406,51.42,100,99,2.53,ES,1651468021
493,oswego,43.4501,-76.1497,59.92,78,100,10.27,US,1651468022
494,nalut,30.3333,10.85,52.77,69,0,7.14,LY,1651467742
495,fare,-16.7,-151.0167,81.03,73,72,10.25,PF,1651468023
496,mwandiga,-4.83,29.6581,69.71,84,100,5.68,TZ,1651468023
497,winneba,5.3511,-0.6231,79.63,86,100,7.61,GH,1651468024
498,payakumbuh,-0.2202,100.6308,81.75,79,98,1.57,ID,1651468025
499,chumikan,54.7183,135.315,33.44,90,94,10.85,RU,1651468026
500,stornoway,58.2093,-6.3865,46.92,81,75,9.22,GB,1651468027
501,davila,18.4726,120.5763,89.58,70,77,7.07,PH,1651468027
502,qinzhou,21.95,108.6167,75.24,46,89,17.65,CN,1651468028
503,biak,-0.9131,122.8766,83.46,73,22,6.98,ID,1651468029
504,bako,5.7833,36.5667,66.36,84,84,1.72,ET,1651468029
505,rocha,-34.4833,-54.3333,54.23,68,99,5.79,UY,1651468030
506,petropavlovsk-kamchatskiy,53.0452,158.6483,45.19,39,20,11.18,RU,1651468001
507,cayenne,4.9333,-52.3333,81.09,1,75,5.99,GF,1651467472
508,zaraza,9.3503,-65.3245,79.86,63,82,5.39,VE,1651468031
509,mackay,-21.15,149.2,82.69,73,32,16.49,AU,1651468032
510,kodinsk,58.6881,99.1844,38.84,68,100,14.52,RU,1651468033
511,ustka,54.5805,16.8619,42.66,72,11,4.05,PL,1651468034
512,ngunguru,-35.6167,174.5,64.56,72,99,7.9,NZ,1651468034
513,chernyshevskiy,63.0128,112.4714,30.09,60,5,8.61,RU,1651468035
514,botro,7.8525,-5.3106,73.99,92,98,3.69,CI,1651468035
515,gopalpur,19.2667,84.9167,90.99,61,33,17.67,IN,1651468036
516,tocopilla,-22.092,-70.1979,62.02,73,37,1.72,CL,1651467672
517,ndele,8.4109,20.6473,74.35,74,100,4.54,CF,1651468037
518,antalaha,-14.9003,50.2788,79.27,73,23,6.29,MG,1651468038
519,hofn,64.2539,-15.2082,31.77,78,100,7.38,IS,1651468038
520,raga,8.4596,25.678,76.66,66,98,8.59,SS,1651468039
521,beinamar,8.6698,15.3813,77.76,62,99,4.18,TD,1651468039
522,sarakhs,36.5449,61.1577,71.65,51,69,13.2,IR,1651468040
523,kutum,14.2,24.6667,78.69,11,32,4.9,SD,1651468040
524,maldonado,-34.6667,-54.9167,56.59,73,96,6.22,UY,1651468041
525,vallenar,-28.5708,-70.7581,59.32,60,5,1.77,CL,1651468041
526,abu samrah,35.3029,37.1841,62.87,73,0,8.95,SY,1651468042
527,jibuti,11.5,42.5,80.08,57,44,9.6,DJ,1651467743
528,plymouth,41.8334,-70.8328,50.72,79,0,0.0,US,1651468042
529,prabumulih,-3.45,104.25,90.61,56,95,4.18,ID,1651468043
530,almaty,43.25,76.95,76.91,38,40,4.47,KZ,1651468043
531,kaeo,-35.1,173.7833,64.33,84,100,6.08,NZ,1651467554
